Nombre,Tipo,Cantidad de libros,Cantidad de artículos,Cantidad de usuarios,Cantidad de proyectos,Cantidad de repositorios,Total
Argdown,textMarkup,0,0,645,0,0.0,645.0
pikelet,pl,0,0,643,0,0.0,643.0
k-framework,grammarLanguage,0,0,638,0,0.0,638.0
forest-lang,pl,0,0,638,0,0.0,638.0
Ring,pl,2,6,431,0,195.0,634.0
ABC,pl,0,4,625,0,0.0,629.0
ALGOL 68,pl,3,0,625,0,0.0,628.0
Flow9,pl,0,0,627,0,0.0,627.0
Sketchpad,pl,0,0,625,0,0.0,625.0
Befunge,esolang,0,0,620,0,1.0,621.0
Mask,template,0,0,315,0,306.0,621.0
Bluespec,pl,0,0,345,0,275.0,620.0
[x]it!,dataNotation,0,0,619,0,0.0,619.0
Metalang99,pl,0,0,616,0,0.0,616.0
Strips,pl,0,0,615,0,0.0,615.0
VSXu,visual,0,0,614,0,0.0,614.0
Redcode,pl,0,0,575,0,36.0,611.0
lemon,pl,0,0,608,0,0.0,608.0
BPEL,xmlFormat,8,0,600,0,0.0,608.0
Netwide Assembler,assembly,0,0,606,0,0.0,606.0
Lucidchart,application,0,0,606,0,0.0,606.0
GNU nano,editor,0,0,606,0,0.0,606.0
Hush,pl,0,0,605,0,0.0,605.0
co-dfns,pl,0,0,602,0,0.0,602.0
CWEB,textMarkup,0,0,176,0,425.0,601.0
MiniZinc,pl,1,0,596,0,0.0,597.0
XML Binding Language,xmlFormat,0,0,595,0,0.0,595.0
Pick operating system,os,0,0,595,0,0.0,595.0
XProc,pl,1,0,500,0,93.0,594.0
Tag Line Commands,pl,0,0,13,579,0.0,592.0
Pike,pl,1,0,446,0,145.0,592.0
RubyGems,packageManager,0,0,591,0,0.0,591.0
MultiDimensional eXpressions,queryLanguage,0,0,590,0,0.0,590.0
Squeak,pl,3,8,576,0,0.0,587.0
Fancy,pl,2,0,557,0,27.0,586.0
K,pl,0,1,585,0,0.0,586.0
XeTeX,textMarkup,0,0,586,0,0.0,586.0
Nemerle,pl,0,0,406,0,177.0,583.0
httplang,pl,0,0,583,0,0.0,583.0
Ioke,pl,1,0,565,0,17.0,583.0
ArkScript,pl,0,0,580,0,0.0,580.0
hazel,pl,0,0,578,0,0.0,578.0
Csound,pl,5,2,521,0,50.0,578.0
Curl,pl,2,0,571,0,0.0,573.0
myia,pl,0,0,570,0,0.0,570.0
ASDF,pl,0,0,569,0,0.0,569.0
Uno,pl,0,0,337,0,232.0,569.0
Geany,editor,0,0,566,0,0.0,566.0
Forsyth-Edwards Notation,notation,0,0,565,0,0.0,565.0
abs,pl,0,0,562,0,0.0,562.0
IGOR Pro,pl,0,0,415,0,146.0,561.0
GNU Assembler,compiler,0,0,555,0,0.0,555.0
Parrot,vm,0,0,550,0,0.0,550.0
Analytical engine,computingMachine,0,0,550,0,0.0,550.0
multiaddr,schema,0,0,550,0,0.0,550.0
Mangle,pl,0,0,550,0,0.0,550.0
CFML,pl,3,0,546,0,0.0,549.0
Monkey,pl,3,0,292,0,254.0,549.0
Cirru,pl,0,0,201,0,346.0,547.0
SQL-92,pl,0,0,545,0,0.0,545.0
psyche-c,compiler,0,0,544,0,0.0,544.0
Troff,textMarkup,1,0,541,0,0.0,542.0
Property list,textMarkup,0,0,540,0,0.0,540.0
Zope,application,0,0,540,0,0.0,540.0
Clipper,pl,21,1,516,0,0.0,538.0
Sibilant,pl,0,0,538,0,0.0,538.0
Procfile,pl,0,0,1,0,536.0,537.0
Microsoft Small Basic,pl,0,0,536,0,0.0,536.0
Gwion,pl,0,0,535,0,0.0,535.0
Function block diagram,pl,0,0,535,0,0.0,535.0
OpenEXR,binaryDataFormat,0,0,535,0,0.0,535.0
micro-mitten,pl,0,0,532,0,0.0,532.0
KRL,pl,1,0,90,0,440.0,531.0
JSON lambda,queryLanguage,0,0,527,0,0.0,527.0
SMIL,pl,0,0,525,0,0.0,525.0
Volt,pl,0,0,365,0,158.0,523.0
Shakespeare,esolang,1,0,521,0,0.0,522.0
fleck,pl,0,0,521,0,0.0,521.0
Creole,textMarkup,0,0,515,0,0.0,515.0
Almquist shell,pl,0,0,515,0,0.0,515.0
TI-BASIC,pl,0,0,515,0,0.0,515.0
ink-lang,pl,0,0,512,0,0.0,512.0
Kodu Game Lab,pl,0,0,511,0,0.0,511.0
Earl Grey,pl,0,0,508,0,0.0,508.0
clay,pl,0,0,508,0,0.0,508.0
orca-pl,esolang,0,0,507,0,0.0,507.0
Nu,pl,0,0,290,0,215.0,505.0
ARC processor,isa,0,0,505,0,0.0,505.0
Hierarchical File System,filesystem,0,0,505,0,0.0,505.0
CBOR,binaryDataFormat,0,0,501,0,0.0,501.0
Self,pl,1,2,461,0,36.0,500.0
topshell,pl,0,0,499,0,0.0,499.0
JADE,pl,4,0,490,0,0.0,494.0
json-graph-format,jsonFormat,0,0,494,0,0.0,494.0
Textadept,editor,0,0,492,0,0.0,492.0
International System of Quantities,schema,0,0,490,0,0.0,490.0
QuickBASIC,pl,13,0,475,0,0.0,488.0
Cone,pl,1,0,486,0,0.0,487.0
LinearML,pl,0,0,487,0,0.0,487.0
Gambas,pl,0,0,485,0,0.0,485.0
Karel,pl,10,0,475,0,0.0,485.0
Blockly,library,0,0,485,0,0.0,485.0
Velocity,template,2,2,481,0,0.0,485.0
Nios II,isa,0,0,485,0,0.0,485.0
HAGGIS,pl,0,0,480,0,0.0,480.0
Game Maker Language,pl,0,0,200,0,278.0,478.0
Boomerang Decompiler,decompiler,0,0,477,0,0.0,477.0
MBASIC,pl,2,0,475,0,0.0,477.0
Augmented Backus-Naur Form,grammarLanguage,0,0,475,0,1.0,476.0
N-Triples,dataNotation,0,0,475,0,0.0,475.0
april,pl,0,0,473,0,0.0,473.0
QB64,pl,0,0,470,0,0.0,470.0
3DS,binaryDataFormat,0,0,470,0,0.0,470.0
Sieve mail filtering language,application,0,0,460,0,10.0,470.0
Motif,pl,19,0,450,0,0.0,469.0
plam,pl,0,0,466,0,0.0,466.0
Cypher Query Language,queryLanguage,0,0,466,0,0.0,466.0
Quicken Interchange Format,textDataFormat,0,0,465,0,0.0,465.0
quicklisp-pm,packageManager,0,0,463,0,0.0,463.0
HyPhy,pl,0,0,350,0,113.0,463.0
WebIDL,idl,0,0,445,0,17.0,462.0
X10,pl,1,39,376,0,45.0,461.0
Lil,pl,0,0,461,0,0.0,461.0
Interchange File Format,binaryDataFormat,0,0,460,0,0.0,460.0
Bython,pl,0,0,457,0,0.0,457.0
LFE,pl,0,0,405,0,51.0,456.0
TextMate,editor,0,0,456,0,0.0,456.0
CIL,pl,3,4,446,0,1.0,454.0
AutoLISP,pl,20,1,430,0,0.0,451.0
jsparagus,grammarLanguage,0,0,450,0,0.0,450.0
Tao,pl,2,0,448,0,0.0,450.0
spry,pl,0,0,449,0,0.0,449.0
Classroom Object Oriented Language,pl,0,0,345,0,102.0,447.0
Go!,pl,0,2,445,0,0.0,447.0
Kal,pl,0,0,447,0,0.0,447.0
HuJSON,dataNotation,0,0,447,0,0.0,447.0
Caml,pl,4,2,441,0,0.0,447.0
titan,pl,0,0,446,0,0.0,446.0
bamboo,pl,0,1,443,0,0.0,444.0
Wu,pl,0,0,441,0,0.0,441.0
Thymeleaf,template,0,0,440,0,0.0,440.0
Jolie,pl,0,0,311,0,129.0,440.0
LC-3,pl,0,0,440,0,0.0,440.0
basic calculator,pl,0,0,440,0,0.0,440.0
mirth,pl,0,0,439,0,0.0,439.0
Ragel,pl,0,0,373,0,66.0,439.0
PEARL,pl,0,0,435,0,0.0,435.0
Austral,pl,0,0,434,0,0.0,434.0
stoneknifeforth,pl,0,0,433,0,0.0,433.0
Cobra,pl,1,0,431,0,0.0,432.0
TAP,protocol,2,0,429,0,0.0,431.0
Connection Machine,pl,0,0,430,0,0.0,430.0
Extended file system,filesystem,0,0,430,0,0.0,430.0
PicoLisp,pl,0,0,316,0,114.0,430.0
minikanren,pl,0,0,430,0,0.0,430.0
Jeeves,pl,0,0,427,0,0.0,427.0
FLOW-MATIC,pl,0,0,425,0,0.0,425.0
JSON with Comments,dataNotation,0,0,425,0,0.0,425.0
infusion-framework,framework,0,0,423,0,0.0,423.0
buzz,pl,0,0,423,0,0.0,423.0
Kit,template,0,0,201,0,218.0,419.0
ulisp,pl,0,0,419,0,0.0,419.0
STON,application,0,0,416,0,0.0,416.0
Common Object File Format,binaryExecutable,0,0,415,0,0.0,415.0
muPad,pl,10,0,366,0,39.0,415.0
NetLinx,pl,0,0,290,0,122.0,412.0
Hodor,esolang,0,0,412,0,0.0,412.0
MessagePack,binaryDataFormat,0,0,411,0,0.0,411.0
Newick format,textDataFormat,0,0,410,0,0.0,410.0
ALGOL 58,pl,0,0,410,0,0.0,410.0
SFC,pl,0,0,410,0,0.0,410.0
Tree Notation,dataNotation,0,0,409,0,0.0,409.0
Grammar,grammarLanguage,0,0,409,0,0.0,409.0
PogoScript,pl,0,0,356,0,51.0,407.0
Snap!,pl,0,0,405,0,0.0,405.0
JSONiq,queryLanguage,0,0,251,0,153.0,404.0
storyscript,pl,0,0,404,0,0.0,404.0
DAX,queryLanguage,3,0,401,0,0.0,404.0
t2b,pl,0,0,403,0,0.0,403.0
Links,pl,0,5,395,0,0.0,400.0
Pep8,assembly,0,0,233,0,165.0,398.0
GraphIt,pl,0,0,397,0,0.0,397.0
Atmel AVR instruction set,isa,7,0,390,0,0.0,397.0
pipelines,pl,0,0,396,0,0.0,396.0
Pandoc,application,0,0,396,0,0.0,396.0
scribble,pl,0,0,395,0,0.0,395.0
multibase,standard,0,0,393,0,0.0,393.0
Pharo,pl,2,7,381,0,0.0,390.0
XL,pl,3,0,387,0,0.0,390.0
Matrix protocol,protocol,0,0,390,0,0.0,390.0
Notation3,dataNotation,0,0,390,0,0.0,390.0
S-PLUS,pl,0,0,390,0,0.0,390.0
Mako,template,0,0,201,0,188.0,389.0
GorillaScript,pl,0,0,388,0,0.0,388.0
hakaru,pl,0,0,388,0,0.0,388.0
Glyph Bitmap Distribution Format,application,0,0,385,0,0.0,385.0
baysick,esolang,0,0,384,0,0.0,384.0
Balanced ternary,notation,0,0,380,0,0.0,380.0
C/AL,pl,0,0,380,0,0.0,380.0
F-Script,pl,0,0,379,0,0.0,379.0
SYNAPSE,pl,3,0,375,0,0.0,378.0
groff,textMarkup,0,0,378,0,0.0,378.0
datafun,pl,0,0,377,0,0.0,377.0
Guile,pl,0,0,376,0,0.0,376.0
son,textMarkup,0,0,376,0,0.0,376.0
Pod,textMarkup,0,0,375,0,0.0,375.0
Whiley,pl,0,0,373,0,2.0,375.0
fructure-editor,pl,0,0,374,0,0.0,374.0
Smile data interchange format,binaryDataFormat,0,0,373,0,0.0,373.0
Fossil,application,0,0,371,0,0.0,371.0
FAUST,pl,0,0,171,0,199.0,370.0
GNU Guix,distribution,0,0,370,0,0.0,370.0
SDF,grammarLanguage,0,0,370,0,0.0,370.0
MusicXML,pl,0,0,370,0,0.0,370.0
SipHash,hashFunction,0,0,370,0,0.0,370.0
Haxe Library Manager,packageManager,0,0,367,0,0.0,367.0
ko,pl,0,0,366,0,0.0,366.0
Occam,pl,17,24,325,0,0.0,366.0
Script.NET,pl,0,0,366,0,0.0,366.0
Visual Paradigm,application,0,0,365,0,0.0,365.0
X BitMap,textDataFormat,0,0,365,0,0.0,365.0
Gremlin,queryLanguage,0,0,365,0,0.0,365.0
Semantic Web Rule Language,xmlFormat,0,0,365,0,0.0,365.0
4th Dimension,pl,0,0,0,0,365.0,365.0
Turbo Assembler,pl,0,0,365,0,0.0,365.0
Edge Side Includes,pl,0,0,365,0,0.0,365.0
JOVIAL,pl,0,3,360,0,0.0,363.0
Functional PHP Preprocessor,pl,0,0,363,0,0.0,363.0
Stackless Python,interpreter,0,0,360,0,0.0,360.0
Mond,pl,0,0,360,0,0.0,360.0
crmsh,pl,0,0,360,0,0.0,360.0
Conway chained arrow notation,notation,0,0,360,0,0.0,360.0
Linda,pl,0,0,360,0,0.0,360.0
PL/M,pl,0,0,360,0,0.0,360.0
SDTM,standard,0,0,360,0,0.0,360.0
juvix,pl,0,0,357,0,0.0,357.0
SNOBOL,pl,11,4,341,0,0.0,356.0
Lucid,template,0,0,356,0,0.0,356.0
ROOT,library,0,0,356,0,0.0,356.0
Z-machine,pl,0,0,355,0,0.0,355.0
XUML,pl,0,0,355,0,0.0,355.0
Kuroko,pl,0,0,353,0,0.0,353.0
Parenscript,pl,0,0,351,0,0.0,351.0
Virgil,pl,0,0,351,0,0.0,351.0
Pan,pl,0,0,306,0,41.0,347.0
Rc,pl,0,2,345,0,0.0,347.0
vega-editor-app,application,0,0,346,0,0.0,346.0
WML,xmlFormat,5,0,340,0,0.0,345.0
Rouge,pl,0,0,264,0,78.0,342.0
Jison Lex,pl,0,0,341,0,0.0,341.0
Simplicity,pl,0,0,340,0,0.0,340.0
Automatically Programmed Tool,pl,0,0,340,0,0.0,340.0
Family BASIC,pl,0,0,340,0,0.0,340.0
Windows Registry Entries,application,0,0,200,0,139.0,339.0
never,pl,1,0,338,0,0.0,339.0
Livr,dataValidationLanguage,0,0,339,0,0.0,339.0
XPages,application,0,0,316,0,22.0,338.0
Oxygene,pl,2,0,271,0,65.0,338.0
METAFONT,application,2,0,335,0,0.0,337.0
CLU,pl,1,5,331,0,0.0,337.0
expresso,pl,0,0,337,0,0.0,337.0
clarity,contractLanguage,0,0,252,0,84.0,336.0
Speedcoding,pl,0,0,335,0,0.0,335.0
solid,pl,0,9,326,0,0.0,335.0
BBC BASIC,pl,0,0,335,0,0.0,335.0
TXL,pl,0,0,265,0,69.0,334.0
Structured Query Reporter,pl,2,0,330,0,0.0,332.0
Euphoria,pl,0,0,256,0,75.0,331.0
GAML,pl,0,0,0,0,331.0,331.0
SmallBASIC,pl,0,0,331,0,0.0,331.0
Parallax Propeller,isa,0,0,330,0,0.0,330.0
Spatial,pl,13,0,317,0,0.0,330.0
Continuity of Care Document,xmlFormat,0,0,330,0,0.0,330.0
LiveCode,pl,9,0,321,0,0.0,330.0
Adventure Game Studio Script,pl,0,0,201,0,128.0,329.0
DATABUS,pl,0,0,325,0,0.0,325.0
Oak,pl,0,0,325,0,0.0,325.0
GN,application,0,0,323,0,0.0,323.0
IBM 1620,assembly,1,0,320,0,0.0,321.0
GraphML,xmlFormat,0,0,320,0,0.0,320.0
sporth,pl,0,0,318,0,0.0,318.0
Pycket,pl,0,0,317,0,0.0,317.0
.QL,pl,0,0,316,0,0.0,316.0
Glyph,pl,0,0,201,0,115.0,316.0
Compiler-Compiler,pl,0,0,315,0,0.0,315.0
Not Quite C,pl,0,0,313,0,0.0,313.0
CPL,pl,1,2,310,0,0.0,313.0
Kuin,pl,0,0,313,0,0.0,313.0
OX,pl,4,0,251,0,58.0,313.0
JRuby,pl,2,0,310,0,0.0,312.0
Pharen,pl,0,0,311,0,0.0,311.0
Axiom,pl,0,6,305,0,0.0,311.0
CSV,dataNotation,0,0,300,0,9.0,309.0
Miranda,pl,2,7,300,0,0.0,309.0
Tea,pl,0,0,291,0,17.0,308.0
A+,pl,0,0,306,0,0.0,306.0
Falcon,pl,0,0,306,0,0.0,306.0
Clinical Document Architecture,xmlFormat,0,0,305,0,0.0,305.0
NestedText,dataNotation,0,0,305,0,0.0,305.0
CSVw,dataValidationLanguage,0,0,305,0,0.0,305.0
Z,pl,0,2,303,0,0.0,305.0
Genie,pl,1,2,280,0,21.0,304.0
Phel,pl,0,0,303,0,0.0,303.0
ΜC++,pl,0,0,303,0,0.0,303.0
Opal,pl,0,0,288,0,14.0,302.0
CFEngine,application,1,0,301,0,0.0,302.0
Tuple space,pl,0,0,300,0,0.0,300.0
Logtalk,pl,0,4,231,0,65.0,300.0
DDA,pl,0,0,300,0,0.0,300.0
Instruction list,pl,0,0,300,0,0.0,300.0
Applesoft BASIC,pl,0,0,300,0,0.0,300.0
UCSD Pascal,pl,0,0,300,0,0.0,300.0
Alpine Abuild,pl,0,0,200,0,99.0,299.0
Fortress,pl,0,6,291,0,0.0,297.0
PIC,textMarkup,72,0,225,0,0.0,297.0
Cyber,pl,0,0,295,0,0.0,295.0
categorical-query-language,queryLanguage,0,0,293,0,0.0,293.0
YAWL,pl,1,0,292,0,0.0,293.0
Icon,pl,3,19,271,0,0.0,293.0
hexagony,esolang,0,0,291,0,0.0,291.0
High Level Assembly,assembly,0,0,291,0,0.0,291.0
Atari BASIC,pl,0,0,290,0,0.0,290.0
jinx,pl,0,0,289,0,0.0,289.0
HyperTalk,pl,10,1,275,0,0.0,286.0
Tabloid,esolang,0,0,286,0,0.0,286.0
BASIC Programming,pl,0,0,285,0,0.0,285.0
Scroll,textMarkup,0,0,285,0,0.0,285.0
TriG syntax,dataNotation,0,0,285,0,0.0,285.0
Armed Bear Common Lisp,pl,0,0,283,0,0.0,283.0
RPL,pl,3,0,280,0,0.0,283.0
redprl,pl,0,0,281,0,0.0,281.0
Advanced Authoring Format,binaryDataFormat,0,0,280,0,0.0,280.0
Standard Portable Intermediate Representation,ir,0,0,280,0,0.0,280.0
Curry,pl,1,0,275,0,4.0,280.0
F,pl,0,0,280,0,0.0,280.0
Harbour,pl,0,0,231,0,45.0,276.0
yeti,pl,0,0,276,0,0.0,276.0
MLAB,pl,0,0,275,0,0.0,275.0
Jasmin,pl,0,0,201,0,74.0,275.0
g-fu,pl,0,0,275,0,0.0,275.0
mimium,pl,0,0,274,0,0.0,274.0
Vale,assembly,0,0,272,0,0.0,272.0
RDoc,textMarkup,0,0,271,0,0.0,271.0
Esterel,pl,1,0,270,0,0.0,271.0
Cycript,pl,0,0,201,0,70.0,271.0
PIR,pl,0,0,270,0,0.0,270.0
bog,pl,0,0,270,0,0.0,270.0
Information Processing Language,pl,0,0,270,0,0.0,270.0
Tahoe-LAFS,filesystem,0,0,270,0,0.0,270.0
Maya Embedded Language,pl,0,0,270,0,0.0,270.0
UNITY,pl,59,0,210,0,0.0,269.0
FOCUS,pl,4,0,265,0,0.0,269.0
Alice,pl,6,0,261,0,0.0,267.0
3D Manufacturing Format,xmlFormat,0,0,266,0,0.0,266.0
Hocon,dataNotation,0,0,266,0,0.0,266.0
little,pl,0,0,266,0,0.0,266.0
MHEG-5,schema,0,0,265,0,0.0,265.0
BEAM Erlang virtual machine,vm,0,0,265,0,0.0,265.0
Joy,pl,4,0,260,0,0.0,264.0
lift,pl,0,0,261,0,0.0,261.0
Knitr,template,0,1,260,0,0.0,261.0
Basic4android,pl,0,0,260,0,0.0,260.0
General feature format,textDataFormat,0,0,260,0,0.0,260.0
IBM POWER Instruction Set Architecture,isa,0,0,260,0,0.0,260.0
Noweb,textMarkup,0,0,259,0,0.0,259.0
LPC,pl,0,1,256,0,0.0,257.0
Ch computer programming,pl,0,0,256,0,0.0,256.0
MIRC scripting language,pl,0,0,256,0,0.0,256.0
Autocode,pl,0,0,255,0,0.0,255.0
Frank,pl,0,0,255,0,0.0,255.0
Google Data Protcol,protocol,0,0,255,0,0.0,255.0
Pyth,esolang,0,0,251,0,0.0,251.0
TMTP,protocol,0,0,251,0,0.0,251.0
Shen,pl,0,0,201,0,50.0,251.0
De Bruijn index,notation,0,0,250,0,0.0,250.0
cuneiform,pl,0,0,250,0,0.0,250.0
MyBB,pl,0,0,250,0,0.0,250.0
Pro*C,pl,0,0,250,0,0.0,250.0
RAPID,pl,0,0,250,0,0.0,250.0
FRACTRAN,esolang,0,0,250,0,0.0,250.0
FloScript,pl,0,0,249,0,0.0,249.0
hr-code,barCodeFormat,0,0,247,0,0.0,247.0
PEAR,packageManager,0,0,246,0,0.0,246.0
CYCL,pl,0,0,246,0,0.0,246.0
OQL,queryLanguage,0,0,245,0,0.0,245.0
ESC/P,pl,0,0,245,0,0.0,245.0
BeanShell,pl,3,0,241,0,0.0,244.0
Concise Encoding,dataNotation,0,0,242,0,0.0,242.0
Pizza,pl,1,0,241,0,0.0,242.0
Coda web development software,editor,0,0,241,0,0.0,241.0
Assembly CLI,library,0,0,240,0,0.0,240.0
BLISS,pl,0,0,240,0,0.0,240.0
Slice,pl,0,0,200,0,40.0,240.0
Java EE version history,pl,0,0,240,0,0.0,240.0
BPML,pl,0,0,240,0,0.0,240.0
Hotdog,pl,0,0,240,0,0.0,240.0
World of Warcraft Addon Data,application,0,0,200,0,38.0,238.0
Cyclone,pl,1,0,236,0,0.0,237.0
EEX,template,0,0,201,0,34.0,235.0
Sinclair BASIC,pl,0,0,235,0,0.0,235.0
Apple ProDOS,os,0,0,235,0,0.0,235.0
Meta Expressions,dataNotation,0,0,235,0,0.0,235.0
PowerBASIC,pl,0,0,235,0,0.0,235.0
TECO,pl,0,0,235,0,0.0,235.0
MVEL,pl,0,0,235,0,0.0,235.0
ALGO,pl,0,0,235,0,0.0,235.0
Kaffeine,pl,0,0,232,0,0.0,232.0
PARI/GP,pl,0,0,231,0,0.0,231.0
Wing,pl,0,0,231,0,0.0,231.0
General-purpose macro processor,grammarLanguage,0,0,231,0,0.0,231.0
A#,pl,0,0,230,0,0.0,230.0
Nadesiko,pl,0,0,230,0,0.0,230.0
Dink Smallwood,pl,0,0,230,0,0.0,230.0
Sam Coupé,pl,0,0,230,0,0.0,230.0
Dartmouth BASIC,pl,0,0,230,0,0.0,230.0
Vyxal,esolang,0,0,228,0,0.0,228.0
Grace,pl,0,0,201,0,27.0,228.0
UNLAMBDA,esolang,2,0,226,0,0.0,228.0
General Purpose Simulation System,pl,1,0,225,0,0.0,226.0
SQL/PSM,pl,0,0,225,0,0.0,225.0
Dasm,assembly,0,0,225,0,0.0,225.0
candor,pl,0,0,225,0,0.0,225.0
Crystallographic Information File,textDataFormat,0,0,225,0,0.0,225.0
AIMMS,pl,0,0,225,0,0.0,225.0
Margin,textMarkup,0,0,224,0,0.0,224.0
Lawvere,pl,0,0,224,0,0.0,224.0
ecsharp,pl,0,0,223,0,0.0,223.0
Flowgorithm,visual,0,0,221,0,0.0,221.0
SpiderBasic,pl,0,0,221,0,0.0,221.0
PL/0,pl,0,0,220,0,0.0,220.0
inko,pl,0,0,220,0,0.0,220.0
Lingo,pl,0,0,220,0,0.0,220.0
Silicon Graphics Image,binaryDataFormat,0,0,220,0,0.0,220.0
Schematron,xmlFormat,0,0,220,0,0.0,220.0
hacspec,pl,0,0,219,0,0.0,219.0
Modula,pl,13,0,205,0,0.0,218.0
Dc,pl,0,18,200,0,0.0,218.0
LoomScript,pl,0,0,201,0,16.0,217.0
HAL Format,binaryDataFormat,0,0,217,0,0.0,217.0
popr,pl,0,0,217,0,0.0,217.0
elymas,pl,0,0,217,0,0.0,217.0
cat,pl,0,0,216,0,0.0,216.0
tampio,pl,0,0,216,0,0.0,216.0
VisualWorks,pl,0,0,215,0,0.0,215.0
ObjDump,application,0,0,215,0,0.0,215.0
ILBM,binaryDataFormat,0,0,215,0,0.0,215.0
ALEF,pl,0,0,215,0,0.0,215.0
FXML,xmlFormat,0,0,215,0,0.0,215.0
X Font Directory Index,application,0,0,200,0,14.0,214.0
dedukti,pl,0,0,211,0,0.0,211.0
Visual Prolog,pl,0,0,210,0,0.0,210.0
GRAAL,pl,0,5,205,0,0.0,210.0
A++,pl,0,0,210,0,0.0,210.0
MUSIC/SP,pl,0,0,210,0,0.0,210.0
Groovy Server Pages,template,0,0,201,0,9.0,210.0
METAPOST,pl,0,0,210,0,0.0,210.0
SETL,pl,7,11,191,0,0.0,209.0
xxl,pl,0,0,209,0,0.0,209.0
tamgu,pl,0,0,208,0,0.0,208.0
Asymptote,application,2,0,205,0,0.0,207.0
Seed7,pl,0,0,206,0,0.0,206.0
RUNOFF,textMarkup,0,0,200,0,5.0,205.0
ACT-III,pl,0,0,205,0,0.0,205.0
arret,pl,0,0,205,0,0.0,205.0
THEOS,pl,0,0,205,0,0.0,205.0
Mesa,pl,0,0,205,0,0.0,205.0
ultralisp-pm,packageManager,0,0,204,0,0.0,204.0
Charcoal,esolang,0,0,204,0,0.0,204.0
tcsh,pl,3,0,200,0,0.0,203.0
ApacheConf,application,0,0,201,0,0.0,201.0
JSX,template,0,0,201,0,0.0,201.0
Scala Markup Language,template,0,0,201,0,0.0,201.0
Quake,pl,0,0,200,0,1.0,201.0
Ant Build System,application,0,0,201,0,0.0,201.0
Augment,pl,0,0,200,0,0.0,200.0
Nix,packageManager,0,0,200,0,0.0,200.0
Adobe Font Metrics,application,0,0,200,0,0.0,200.0
IBM BASIC,pl,0,0,200,0,0.0,200.0
Eclipse Command Language,pl,0,0,200,0,0.0,200.0
HXML,application,0,0,200,0,0.0,200.0
Cloud Firestore Security Rules,application,0,0,200,0,0.0,200.0
XCompose,application,0,0,200,0,0.0,200.0
FIGlet Font,application,0,0,200,0,0.0,200.0
KUKA Robot Language,pl,0,0,200,0,0.0,200.0
CoNLL-U,application,0,0,200,0,0.0,200.0
M4Sugar,pl,0,0,200,0,0.0,200.0
Spline Font Database,application,0,0,200,0,0.0,200.0
OpenType Feature File,application,0,0,200,0,0.0,200.0
RPM Spec,application,0,0,200,0,0.0,200.0
desktop,application,0,0,200,0,0.0,200.0
RHTML,template,0,0,200,0,0.0,200.0
ldpl,pl,0,0,199,0,0.0,199.0
Fun,pl,0,0,199,0,0.0,199.0
Nimskull,pl,0,0,199,0,0.0,199.0
clike,pl,0,0,197,0,0.0,197.0
Uniface,pl,1,0,196,0,0.0,197.0
FP,pl,2,0,195,0,0.0,197.0
ACL2,pl,2,0,195,0,0.0,197.0
Tynker,visual,0,0,196,0,0.0,196.0
Sibelius,pl,0,0,195,0,0.0,195.0
Nexus file,textDataFormat,0,0,195,0,0.0,195.0
Game Oriented Assembly Lisp,pl,0,0,195,0,0.0,195.0
HP-GL,pl,0,0,195,0,0.0,195.0
Pure,pl,0,19,176,0,0.0,195.0
BASIC Stamp,pl,0,0,195,0,0.0,195.0
Shakespeare,pl,0,0,195,0,0.0,195.0
VisSim,pl,0,0,195,0,0.0,195.0
Acorn Atom,pl,0,0,195,0,0.0,195.0
XBEL,pl,0,0,195,0,0.0,195.0
Croc,pl,0,0,194,0,0.0,194.0
tao3d,pl,0,0,193,0,0.0,193.0
Nymph,pl,0,0,192,0,0.0,192.0
AMOS,pl,0,0,190,0,0.0,190.0
Cadence SKILL,pl,0,0,190,0,0.0,190.0
X PixMap,textDataFormat,0,0,20,0,170.0,190.0
P′′,pl,0,0,190,0,0.0,190.0
Ecstasy,pl,0,0,188,0,0.0,188.0
BlooP,esolang,1,0,185,0,0.0,186.0
Small-C,pl,0,0,185,0,0.0,185.0
QUEL,queryLanguage,0,0,185,0,0.0,185.0
MML,standard,0,0,185,0,0.0,185.0
Content Assembly Mechanism,xmlFormat,0,0,185,0,0.0,185.0
Steinhaus-Moser notation,notation,0,0,185,0,0.0,185.0
VHDL-AMS,pl,0,0,185,0,0.0,185.0
Dataflex,pl,0,0,185,0,0.0,185.0
Ren-C,pl,0,0,184,0,0.0,184.0
rhine,pl,0,0,184,0,0.0,184.0
co2,pl,0,0,184,0,0.0,184.0
Croma,pl,0,0,180,0,0.0,180.0
MXML,xmlFormat,0,0,180,0,0.0,180.0
Integer BASIC,pl,0,0,180,0,0.0,180.0
Mobl,pl,0,0,178,0,0.0,178.0
Zork Implementation Language,pl,0,0,0,0,177.0,177.0
OK,pl,0,0,177,0,0.0,177.0
cperl,pl,0,0,176,0,0.0,176.0
UBJSON,binaryDataFormat,0,0,176,0,0.0,176.0
CLISP,pl,0,0,175,0,0.0,175.0
Short Code computer language,pl,0,0,175,0,0.0,175.0
Tree and Tabular Combined Notation,pl,0,0,175,0,0.0,175.0
keli,pl,0,0,175,0,0.0,175.0
Etoys,pl,0,0,175,0,0.0,175.0
PILOT,pl,0,0,175,0,0.0,175.0
Alma,pl,0,0,174,0,0.0,174.0
mlatu,pl,0,0,173,0,0.0,173.0
